userName,score,content,at,quarter
M. Zihanwa Nassiuma,5,safe and act on concerns,2025-05-16 14:40:26,2025Q2
Stephen Palafox,5,"User-friendly, fast, and easy.",2025-06-04 18:06:28,2025Q2
Jake superdude,2,lost basic functionality on Pixel,2025-05-29 11:18:55,2025Q2
Chris Theise,1,I am hosting and I hate that guests can leave a review but you can't see it before you write yours for the guest. There is no option to have electric and gas cost as extra charge for rentals over months. Customer Service is sometimes slow and bad for hosts. The fees are too high.,2025-04-03 05:18:08,2025Q2
Bharath Nagaraju,1,worst customer service for host .... 100times I have called customer care and tried to connect them... but no ..none of my issues are solved yet,2025-05-22 14:53:02,2025Q2
Max Atici,1,"Airbnb is getting like a scam lately. Hosts cancel reservations without any notices and reasons, and there are no detergent measures. I was in trouble a couple of times. The last time, the host cancelled the reservation in between check-in times :) We have waited outside for 3 hours and found a place to stay with double price at midnight. All plans were changed. lots of headaches, etc.. 😩",2025-04-28 08:26:04,2025Q2
Merve Ulus,5,"I was having trouble completing my booking on the website, but the app made everything so much easier! The process was smooth, fast, and user-friendly.",2025-05-14 10:30:26,2025Q2
Cindy Meyers,5,Easy to use,2025-05-14 10:50:24,2025Q2
William O'Leary-Cole,5,works good international,2025-05-03 22:39:01,2025Q2
Creti Keu,5,"Vraiment pratique, moins dispendieux... Realy Nice and practical",2025-05-14 02:15:43,2025Q2
Shaitan Singh Chouhan,1,"this application for booking verification regarding not good I am trying to book a room after payment is done, they are doing verification which was not completed I am trying to 4 times but not complete very bad experience with this application i request you to all don't use this application",2025-06-07 03:03:45,2025Q2
anoop gupta,2,"the tax and convenience fee charged while booking a property are very high, i would rather book directly or through Bag2Bag than through the Airbnb app",2025-04-16 22:27:52,2025Q2
Stacy Kennedy,4,Every experience has been awesome!,2025-04-02 10:34:57,2025Q2
Maria Fe Naputo,5,"I love the Airbnb app—it's so convenient, and the customer service is great! I always use Airbnb whenever I need a staycation. Kudos! ❤️",2025-06-08 14:07:38,2025Q2
Ioannis Papathanassopoulos,5,easy bookings!!!!,2025-05-13 07:01:51,2025Q2
Heide Setzler,5,app is easy to use and standardization of listings makes it easy find exactly what you're looking for.,2025-04-05 08:28:33,2025Q2
Angela Thom,4,"was a bit hard to learn to verify myself, and my phone camera is not that good they should have another way to do it if you have phone camera problems . I luckily got mine to work good enough",2025-04-07 14:02:45,2025Q2
Kome Sam,5,Good,2025-04-08 16:16:44,2025Q2
Darran Frayne,3,Several relatively new bugs haven't been rectified in the latest few updates. Most irritating is that I (a host) can no longer view similar listings - booked/unbooked - in the locality of my own listing.,2025-04-30 07:34:15,2025Q2
i vy,2,Search doesn't work after latest update,2025-05-19 00:50:15,2025Q2
Stephen Nyarko,1,"""I had a concerning experience with Airbnb's client care and review removal team. Despite presenting a valid case of retaliatory review, my issue was not adequately addressed and dismissed. The team's lack of familiarity with the platform's policies and my specific situation led to a disappointing resolution process.""",2025-04-06 12:36:05,2025Q2
Analiza Taipen,5,Good,2025-05-20 16:31:46,2025Q2
Peter Livaudais,1,triple request for card... auth,2025-05-16 06:04:27,2025Q2
Meaghan Story,5,easy to use,2025-04-26 04:33:31,2025Q2
Michelle Drummond,5,I love this app,2025-04-19 01:00:57,2025Q2
ANA De Leon,1,"terrible terrible used to be wonderful now you can't search anything. bad bad, plz fix this. the New update it's horrible que horror!!!",2025-05-20 14:32:40,2025Q2
L Z,2,the last update messed up the app! it keeps switching to traveling when I try to do something to my booking calendar or other hosting tasks,2025-04-12 04:19:48,2025Q2
Angelec Winters,5,verry good and easy to use,2025-04-14 05:45:35,2025Q2
Axel Tillmann,5,"We are using Airbnb for our Digital Nomad Life since Nov 2023, what a great help and opportunity",2025-05-10 02:41:34,2025Q2
Toniann Watson,5,love the security,2025-04-12 21:30:15,2025Q2
Batoul Tarek,1,"Absolutely unacceptable experience. Zero customer support, no response whatsoever. They handle issues with complete disregard and take no responsibility. If there’s a problem with your reservation, they do nothing—no help, no solution, just silence. And forget about getting your money back. It's a scam-level operation with zero accountability. Avoid at all costs.",2025-04-18 21:34:42,2025Q2
Chris Marie Parcon,5,its very useful and good.thanks airbnb,2025-04-09 13:20:07,2025Q2
Favve Brown,1,"The recent app update feels like the interface of a cheaply made video game. We've been sent backwards from an app that was a joy to use to this fiddle-diddle of excessive click-throughs! It was easier to check destinations by countrysides, beachfront, etc., and it was easier to run figures to estimate the revenue for a new listing on Airbnb. Ever heard if it ain't broke, don't fix it?? Kindly roll back to the previous version please. This latest app update is a fail!",2025-05-30 04:48:53,2025Q2
Aaron Osborne,1,"I have booked several stays with no issues but this all changed on April 25, 2025. The bedding was very uncomfortable and lacked sufficient pillows. I did not sleep but maybe an hour and did not hear anything back from the host until after noticing how dirty the place was and leaving for good. Airbnb offered a partial refund. The host made a blatant false and retaliation review and Airbnb claimed it was within their policy. My personal policy requires me to never use this service again. ✌️",2025-05-01 08:12:55,2025Q2
Gulnara K,1,"Absolutely the worst service I've ever experienced. You can spend three days trying to book, only to end up with nothing — the listed apartments often turn out to be unavailable. Even worse, the owners take around 24 hours to respond, and in the end, the reservation is still not guaranteed. A complete waste of time. Don't use this App",2025-06-07 05:12:17,2025Q2
Mahesh Kachave,5,ok,2025-04-03 04:02:12,2025Q2
Elissa Abou harb,5,veryyy good app,2025-05-17 03:37:42,2025Q2
Engi Nassar,1,text is invisible..same color as background,2025-05-20 07:45:13,2025Q2
Amber Sutton,5,easy to use,2025-04-15 01:00:06,2025Q2
Rene Dunn,1,I pay you $800 for a reservation then u go and lock me out of the account and you for whatever reason say you can't tell me why and what happened to reservation and most importantly tell me where my $800 I paid you that is poor customer service to me and if there no reservation my 800 needs put back,2025-04-21 01:10:43,2025Q2
Chow Chee Meng,5,effective and user friendly,2025-04-08 14:57:21,2025Q2
Tracy Christopher,5,Brilliant,2025-05-31 22:10:49,2025Q2
Adly Youssef,1,this is the worst business out there. try to avoid it by all means they charge a huge amount of service fees that is not charged by other websites or apps,2025-04-26 22:02:35,2025Q2
Brandy Howard,5,it was wonderful and good and fast,2025-04-02 02:54:12,2025Q2
Kathy Trigwell,5,very easy and simple operation. Love being able to communicate with the host.,2025-05-24 03:55:33,2025Q2
Zeta Rocks,5,Good app,2025-04-30 21:22:42,2025Q2
Prashant Verma,5,"After using Airbnb I deleted all the other hotel booking apps, best app for a comfortable and flexible stays",2025-05-24 17:00:21,2025Q2
Josiah Jallo,5,Amazing app,2025-04-12 04:10:38,2025Q2
Suat Özgür,1,"Stop auto translating messages, this is annoying af.",2025-06-02 08:48:37,2025Q2
lorraine naswa,5,Great,2025-06-04 17:14:22,2025Q2
He Is Faith,5,Great with Better Rates For Hotels / Motels who sign up with AirbNb,2025-05-10 08:19:50,2025Q2
Eric Murray,5,ez,2025-04-20 19:23:38,2025Q2
Ludmila Skakodub,5,perfect options for finding places,2025-04-01 22:33:24,2025Q2
Balachandran K,5,Simply Awesome,2025-05-09 00:21:26,2025Q2
Sangam Kumar,2,"pathetic app, requesting same thing again and again.",2025-05-20 15:29:47,2025Q2
Suman Banerjee,1,"HOPELESS ID VERIFICATION SYSTEM ABSOLUTELY BOGUS, GET IT REVAMPED ASAP",2025-05-06 12:04:18,2025Q2
Sharon Ward,5,first time booking,2025-04-24 08:58:02,2025Q2
J P,2,Poorly designed app. Unable to just easily type in the name of the property.,2025-04-07 05:59:15,2025Q2
japheth mumo,5,"Great, I highly recommend it",2025-04-26 12:56:13,2025Q2
Ivan Ocampo,5,very easy for reservation,2025-06-05 00:23:42,2025Q2
M Zambrana,5,love Airbnb,2025-05-04 03:22:47,2025Q2
Aditya,1,"The new UI has a glaring problem. Once you fill in your destination, dates and number of guests the hit search the app reverts back to the home screen without showing search results. This was not the case earlier. Pls correct this issue",2025-05-29 17:00:10,2025Q2
Steve Jones,5,"Hassle free booking, dates available when YOU need them not when the holiday company TELLS you! Great choice, good value.",2025-05-20 04:31:50,2025Q2
Susanne Weston,5,"excellent app, easy to use and great descriptions of properties.",2025-04-11 03:49:18,2025Q2
Claire Cooper,5,"Very easy to use, and makes communication straightforward for guests and hosts.",2025-06-03 01:38:05,2025Q2
Ilan Goldenberg,4,I'm happy again,2025-05-18 18:09:42,2025Q2
Rohit Jain,1,don't know about experience as unable to verify with there cheap application,2025-05-06 03:44:33,2025Q2
Christy Jackson,5,"I'm really enjoying my experience using Airbnb. The app is incredibly user-friendly, making it easy to explore a wide range of lodging options. It consistently offers great deals on accommodations, which adds even more value to the overall experience.",2025-05-01 07:19:36,2025Q2
DJ VINOD,5,good,2025-05-05 23:53:09,2025Q2
Gaurav Prakash,5,Great App for your holidays worldwide. It's my go to choice after Club Mahindra.,2025-05-27 15:14:46,2025Q2
Ruma Datta,5,Great ideas grab,2025-05-18 16:56:17,2025Q2
amant puka,5,profitable and easy to use,2025-05-12 17:26:52,2025Q2
Debra Landa,5,We've always had great experiences using Airbnb.,2025-05-12 20:20:41,2025Q2
Chris M,5,Better than any of the hotel apps. Get after it.,2025-05-27 07:26:18,2025Q2
Catherine Kelly,5,FANTASTIC 🤩,2025-05-08 00:15:05,2025Q2
Chanti Harris,5,Great app,2025-04-01 05:01:00,2025Q2
CECIL MARKLAND,5,easy to use,2025-04-28 03:48:49,2025Q2
Jacob,1,"I wish I could put 0 stars. I can't reserve a house for one night for one other person and I, cause the system flags me for ""unauthorized partying."" called support twice and got 'help', but then they later emailed me saying they ""stood by their decision."" What an absolute joke of a company. you just lost a customer. Congratulations.",2025-05-24 21:24:07,2025Q2
John Alexander,1,crashing frequently,2025-05-05 05:48:47,2025Q2
Baltic Therm,1,verry bad,2025-05-21 05:04:37,2025Q2
Jesus Miron,5,Always finding nice homes and good deals!,2025-05-30 11:02:59,2025Q2
Jo Rae Vass,5,"Great Place to stay for a few nights while enjoying Arivaca, Az.",2025-04-09 07:30:02,2025Q2
Tina Teearu,5,Makes booking a short break a walk in the park! Great app 👌,2025-05-04 15:36:07,2025Q2
Mathew Wilson,5,we love this platform,2025-04-21 11:24:28,2025Q2
Widodo Sutoyo,5,"good service, facilities, clean area, kids friendly",2025-04-19 07:39:54,2025Q2
Matthuw Chenhall,1,Not customer friendly. Unethical business practices. Obnoxious customer service.,2025-04-09 02:16:26,2025Q2
Bright A. Ntakky,5,Always great,2025-04-16 15:27:03,2025Q2
Brittany Brennan,5,love having the option to just pick up and go and not having to stress over a place to stay!,2025-05-04 07:40:29,2025Q2
Aion 1984,2,There is no contol if the pictures of the apartments represent the actual standart.,2025-04-09 03:20:52,2025Q2
Alessandro Carpentiero,1,With the latest update I can't search for any house!,2025-05-13 20:55:34,2025Q2
Tarun Bisht,5,Good,2025-06-02 16:44:17,2025Q2
Ahmad Kersey,5,It's always easy to book! I love it!,2025-05-27 06:58:47,2025Q2
Matthew Lopez,5,Airbnb has always been reliable for traveling and I've met so many amazing hosts along the way.,2025-05-13 00:25:42,2025Q2
Tarmizie Shahidan,5,good,2025-05-06 10:40:29,2025Q2
Fernando Paredes,5,Davide excellent 👌,2025-04-15 06:58:36,2025Q2
Zuhairi Azman,5,Best app to find affordable short term stay.,2025-04-23 18:15:04,2025Q2
Eunkyung Jeong,5,good 👍,2025-04-18 11:31:00,2025Q2
Scott Perry,1,"No one is running Airbnb. They provide 0 customer service but take 20%. The app is super buggy. We have been missing messages and booking notifications. Guests take advantage of you in a whole slew of ways. if you call them on it, like say for instance someone who brings a ""service dog"" (Airbnb doesn't require proof) that destroys your unit, Airbnb won't do anything about it, and the guest will likely give you a bad review, which hurts visibility. Another huge trash company making record profit",2025-05-30 21:53:34,2025Q2
Peter Eckert,5,"AirBnB has provided affordable, quality accomodations with many diverse options to choose from. The verification is efficient and important to know who is requesting and offering lodging. My initial perception of AirBnB was overpriced condos for unrealistic slumlord tycoons, but I have found options that meet customers in-between 60 to 40 % of average budget prices. The diversity is from thousands of buyers and sellers on an open market that has successfully matched or beaten my fiscal limits.",2025-05-28 10:50:15,2025Q2
Rachel Miller,5,I've never had a bad experience!,2025-05-17 04:16:05,2025Q2
Adnan Aslam,5,great,2025-05-01 20:58:57,2025Q2
alok tyagi,1,"very difficult to change currency, all search are showing in pounds",2025-04-13 14:34:19,2025Q2
paul Hulbert,5,used Airbnb many times never been disappointed yet,2025-05-11 23:49:18,2025Q2
bahar ali,5,really a great app all over the world 🌎,2025-06-06 05:10:30,2025Q2
STEVE MCGOWAN,5,good quality properties available,2025-04-05 01:32:36,2025Q2
Vrej Sarokhanian,5,"Everything thing is nicely set up. Only one of the most important parts is the address of the places are never there, so you never know if you really want to book the place, unless you get in touch and get the address and that makes to much time.",2025-05-02 13:56:06,2025Q2
Kathleen Bradshaw,4,"sometimes the app is hard to use, but the customer service is great!",2025-04-25 08:49:18,2025Q2
Umair Madyy,5,help me alot,2025-04-09 07:29:15,2025Q2
ZEKIN ALBUM,1,impossible to get to a booking and complete invasion of privacy.,2025-04-28 03:30:13,2025Q2
Gulam Sarwar,5,Good,2025-05-08 00:05:24,2025Q2
Qiami,5,nice,2025-05-27 22:49:48,2025Q2
Ana Carina Lopes,5,THE BEST APP EVER!,2025-04-27 18:18:03,2025Q2
Rishi Mittal,5,experience is very good both owner are very helpful and friendly,2025-04-16 22:08:27,2025Q2
Delores Rice,5,very easy to use,2025-04-09 00:44:21,2025Q2
Iro K,1,"it has been stuck on ""error loading page"" for 2 days. can't communicate with host, can't book next trip. reinstalling didn't work, clearing cache didn't work. 1/5 stars",2025-05-27 15:27:40,2025Q2
Stephon McLaughlin,5,"Hotels are my plan D as there is usually an Airbnb that meets our family's needs. We've booked Airbnbs in Virginia, the Catskills, and many other areas and have always felt the experience exceeded our expectations. Booking is simple yet detailed, and ratings and reviews are super helpful.",2025-06-01 08:44:07,2025Q2
Mira Hr,3,Great but wth is it with taking my money then verifying my identity???,2025-06-06 23:06:41,2025Q2
Mark Wilson,5,excellent,2025-04-05 13:06:46,2025Q2
mohd ridzwan,5,sangat membantu,2025-04-12 21:53:29,2025Q2
Dan Smith,5,easy to use!!!!,2025-05-14 21:45:50,2025Q2
Arya Rs,5,Always there to help people,2025-05-10 06:19:00,2025Q2
Jesus,5,fast easy and very affordable and the customer service team is outstanding!,2025-05-12 21:50:38,2025Q2
Asuncion Salero,3,easy to access.,2025-05-05 00:48:10,2025Q2
Tiffany Thomas,5,been using airbnb for about 5 years now and never had an issues,2025-04-05 11:28:54,2025Q2
Elias Higuera jr,5,Great,2025-05-11 06:02:21,2025Q2
Rajeev Menon,5,good,2025-05-24 12:05:30,2025Q2
kenneth montoya,1,I'm having a problem with your app. price are all wrong now. way to expensive. Fix your app.,2025-04-13 12:34:15,2025Q2
NUR SOFIA,5,very helpfull,2025-06-01 09:59:45,2025Q2
maria bretherton,4,I got a quick reply with a query from air b and b,2025-04-23 19:33:36,2025Q2
Xander Sabel,1,"it was horrible, we found socks under the bed, the bathroom was insanely small like we could not even get in. we had to sue them",2025-04-17 10:02:50,2025Q2
Joseph Garza,5,"once over the payment hurdle, went well.",2025-04-15 08:22:02,2025Q2
Jerome Ellis,5,"very easy to use , also gives a visual breakdown of everything ...if you like what you see just book it and you are done ....I never had a issue to find a nice cozy place at the price I'm looking for ...",2025-04-08 16:42:19,2025Q2
Alyssa McKeown,1,new update is terrible UX,2025-05-15 13:53:33,2025Q2
cheli dioquino,5,Safe and easy bookings! 👌,2025-04-21 02:32:34,2025Q2
Shamsudin Saleh,5,good,2025-05-11 00:59:20,2025Q2
M H,5,always good experiences.,2025-04-05 08:48:04,2025Q2
Nur Nabil,4,that's amazing app,2025-04-05 20:58:53,2025Q2
Mohamed Redha,5,"Very easy and friendly way to look and reserve your desired location. We hope we will have a wonderful stay in our reserved apartment in Canary Wharf, London.",2025-05-11 01:22:27,2025Q2
kim davenport,5,Very easy to navigate.,2025-04-13 22:39:20,2025Q2
Sharon James,5,they're reliable and precise and easy.,2025-05-30 07:28:09,2025Q2
Richard Gray,1,can't get set up or reserve space,2025-05-20 05:44:12,2025Q2
Don Burns,1,big update sucks! I can not book rooms. I have no desire to book experiences. Does not work on Android or ios!,2025-05-14 09:50:26,2025Q2
Piggi Pig,1,"can't receive verify code, have to wait 24hrs more to do again",2025-05-13 03:55:22,2025Q2
Pete Goodchild,5,Exvellent,2025-05-01 20:21:37,2025Q2
Trevor Wares,5,excellent experience every time! EEE,2025-06-08 04:41:25,2025Q2
Rosalia,2,"this new update may 2025, feels like a step back for hosts. nothing works like it should.",2025-05-19 00:33:28,2025Q2
AlFred Newman,5,The host is very professional and their unit is very accomadatable.,2025-04-07 01:12:18,2025Q2
Shawn S,1,Perfect for travelers,2025-05-18 21:32:53,2025Q2
Revelation Mthethwa,5,love this app,2025-05-02 23:48:38,2025Q2
L B,5,Easy to book,2025-04-29 21:37:39,2025Q2
Maureen McMonagle,4,It has become easier to make a reservation. The photo selfie for verification is a bit too quick though. looks like I missed part of my face,2025-04-27 02:21:15,2025Q2
elliot may,5,"I don't book a holiday, at home or abroad, outside of airbnb. They've done it. They are better im every way than their competitors. Well done and thank you.",2025-06-08 03:53:19,2025Q2
Omar Moreu,5,good app good pricee,2025-04-05 10:14:06,2025Q2
Dipweed Inmeth,5,life saving and beautiful,2025-06-05 10:58:49,2025Q2
Sanam sukan Raj,5,super 👍,2025-05-10 16:14:27,2025Q2
XL Chan,1,lol I can't install the latest version,2025-05-23 21:43:51,2025Q2
David T,5,have had a good experience with booking with Airbnb,2025-04-24 23:15:28,2025Q2
Sachin Thopte,5,"very good app,",2025-04-08 12:29:17,2025Q2
Davi Nóbrega,5,Um dos melhores aplicativos para achar acomodação!,2025-05-01 04:02:58,2025Q2
Mr. B,5,"Great new features , easy to book. Looking forward to many memorable holidays !",2025-05-25 23:51:54,2025Q2
Mohit Satija,5,Smooth booking,2025-04-09 13:23:28,2025Q2
Chris Morgan,5,seems to work well.,2025-04-30 18:12:13,2025Q2
Pauline batt,5,excellent with no fuss .,2025-05-12 19:46:39,2025Q2
Stephanie Carpenter,1,Frustrating! Every time I put in where and dates it brings me back to the home page and nothing changes. I've even forced stopped the app and start over but its the same over and over again. I give up! This update is ridiculous. Need a new update to fix these issues.,2025-05-27 09:51:12,2025Q2
JAYANT TAPADAR,5,last time we experienced airbnb at Goa. It was a very good experience for all of us especially to my children they feel the property is like home and we have a great stay at Goa...this time also we hope for a good experience and have a great stay at Pune....,2025-04-23 13:49:48,2025Q2
Savannah Eagan,5,amazing customer service,2025-05-05 03:27:45,2025Q2
Nen Muaña,5,Great app,2025-05-20 12:20:46,2025Q2
Alice Deacon,5,LOVE LOVE LOVE AIRBNB,2025-04-02 10:14:59,2025Q2
Meera Sharma,5,excellent,2025-05-23 00:35:46,2025Q2
Stephen Perry,2,Searches don't work after latest update. takes search input but then just closes the search screen instead of actually searching... pretty useless.,2025-06-05 18:36:09,2025Q2
Josiah Long,5,Even if I can't find an availability in a preferred spot there is ALWAYS an fun alternative. Try something new:-),2025-04-07 07:05:55,2025Q2
Donna,5,I frequently book with Airbnb and really enjoy the variety of places that I've stayed in.,2025-05-05 09:18:20,2025Q2
yasir khokhar,4,it's good 👍,2025-04-18 02:22:40,2025Q2
Roy Opiyo,2,payment and verification process too long for a guest who's traveling and trying to make reservations on the go,2025-06-07 17:30:08,2025Q2
Noah Francis,1,"Apparently I was predetermined by ""the system"" to be unable to book a room, despite literal months of nights with AirBnb. I'm trying to book a room and support is telling me to wait 24 hours, at a loss for words by the sheer incompetence of this staff and service. Rest assured, AirBNB your ""system"" will never get another night from me.",2025-05-21 08:34:47,2025Q2
Avril Hanley,5,"This is my 3rd reservation using this app and service. The app is user friendly and easy to navigate. The homes that I have stayed at were as posted on the app, which was a welcomed relief. I would recommend anyone to use this app for travel accommodations.",2025-04-01 23:29:04,2025Q2
Jobe Ndaba,5,A very handful platform for your gateways.,2025-04-03 19:55:09,2025Q2
James Walker,5,good,2025-05-17 11:03:27,2025Q2
carol ward,5,brilliant,2025-04-13 20:42:46,2025Q2
Wilmer Zambrano,5,excelente,2025-04-30 09:22:27,2025Q2
Coyote Wiley,5,really cosy place. clean and quiet,2025-04-06 03:57:00,2025Q2
Marian Paris,1,did your app stopped working recently??? now I cannot book a stay anywhere,2025-05-16 22:32:55,2025Q2
Himadri Mishra,5,live it,2025-06-07 21:11:58,2025Q2
Marisela Y Flores de Funes,5,I love this app. Super easy and convenient to use.,2025-06-03 09:32:22,2025Q2
Vivienne Kavanagh,5,excellent site so easy to book would highly recommend airbnb App 💯,2025-05-29 06:18:50,2025Q2
Fionnuala O'Brien,3,map doesn't work,2025-05-23 12:49:42,2025Q2
Dan Zlojutro,1,"Airbnb and other short term rental services used to be great at both keeping costs low for travelers and increasing options available to people looking to go on trips. But it's all contingent on hosts. Hosts used to be excited to offer spaces to travelers and were interested in keeping their spaces safe and clean, but mostly stayed out of the way. Now it's almost impossible to travel with Airbnb without signing lengthy contracts and having your hosts invade your privacy for hotel prices.",2025-04-26 11:18:24,2025Q2
Clinton Felix,1,Location filters don't work.,2025-04-27 19:21:01,2025Q2
Chege Mwai,4,so far so good two trips and services are smooth,2025-04-28 22:13:22,2025Q2
ALEXANDER,1,Hace rato no la usaba y el bottom clear en la busqueda no funciona y se traba la app. Una lástima.,2025-04-21 18:41:49,2025Q2
Malvin Garnett,1,been stuck twice with no room customer service did nothing. I used to host on the platform they allow fraud and the guest to extort. I had a camera outside the guest said I had a camera inside and had nude photos. I sent evidence and they did nothing to the guest. I moving forward have went with booking. com and the original air bnb VBRO,2025-04-01 03:09:00,2025Q2
Mrs. Anne Howell,5,All of my stays have been great!,2025-04-19 01:08:08,2025Q2
Sam Leach,5,never any issues.,2025-05-10 00:00:44,2025Q2
Andres GC,5,Fabulos,2025-05-13 08:13:46,2025Q2
Anis Ayuni,5,"for the first-time user,this app is so useful for me",2025-04-14 10:45:05,2025Q2
Richard Roman,5,very good experience using the app. good service and very good deals. would highly recommend:),2025-05-04 19:45:55,2025Q2
James Heierman,1,"Love the app, but it's stopped working with the last update. No photo preview of Airbnb location everything is text only 😭",2025-05-23 06:10:32,2025Q2
Veronica Astorga,5,easy to use,2025-04-06 06:26:43,2025Q2
Alexandra Românu,5,exceptional application,2025-04-17 03:04:34,2025Q2
Max Jensch,1,"Reservations keep getting cancelled, still haven't been able to actually book something and also go there.",2025-04-08 21:20:30,2025Q2
Prabhanjan Deshpande,5,Fantastic options for family to stay together,2025-05-16 11:47:05,2025Q2
Dontwastemytimepls,5,makes everything so easy,2025-05-04 15:09:27,2025Q2
Jaymee Whitby,5,perfect,2025-04-15 00:05:18,2025Q2
Steven Tomes,5,Great variety of uniqueness and fabulous communication and a wealth of experience and information,2025-05-11 10:02:21,2025Q2
Teagan Lee,2,"this app often shows me options outside of the area I'm trying to visit. I just ended up an hour and a half away from my chosen destination because when I searched the town I wanted to visit, the app showed a place and I booked it without double checking the location. I couldn't cancel because it was a last minute booking and had to drive 2 hours out of my way to stay at a mediocre location. When you throw in the hidden fees, Airbnb is not ideal. I will be uninstalling",2025-04-23 13:42:58,2025Q2
Courtney Browne,5,Easy to use & photos are great,2025-04-02 10:06:16,2025Q2
Zak H H,5,easy to use,2025-05-06 08:27:41,2025Q2
Lucy Nothnagle,5,Always have had a easy time booking a trip and I like that they give you a price breakdown.,2025-05-01 11:59:58,2025Q2
Karyna Prokhorenko,1,"very dangerous app, as they provide apartment which can be dangerous for life, they don't have any system to check if host not a scam or maniac, or at least have safe place and not die in apartment. when you try to contact airbnb support, it's just a joke, every time agent changing, and they don't bother themselves even to read previous messages. And ofcourse close chat for some nonsense reasons. but ofcourse airbnb never forget to take a fee for they service.",2025-05-05 16:37:46,2025Q2
Gary Golden,2,the id verification is a pain,2025-04-13 23:02:41,2025Q2
Val Hempstock,5,Great properties. Great prices. Various payment options,2025-05-04 17:04:38,2025Q2
Philip Minter,5,Still a great app that connects homeowners and vacationers.,2025-05-14 23:22:47,2025Q2
Sekhar Das,5,It's a wonderful & must have app for those people who live for travel.....,2025-05-19 04:40:05,2025Q2
Teresa V,5,"We hate the noise from motels/hotels. Their ac units never cool you down enough to stop sweating and sleep. All we want is peace and quiet with a comfy, clean place to sleep and shower.",2025-04-03 11:50:13,2025Q2
Jeff Hackworth,5,Traveling using Airbnb is always the best. Makes for home away from home!,2025-04-18 17:06:08,2025Q2
Heather Mckinney,5,easy to navigate,2025-05-31 09:39:17,2025Q2
Heather Purrington,5,It was a clean and nice place with a friendly staff.,2025-05-27 07:50:26,2025Q2
Busi Emily,1,"Putting my payment on hold is a very bad experience to me as a host even now ,I'm still going to wait for 5 to 7working days ,what that for a person whose running a business, I need my payments immediately can't wait .I'm not happy with your service, it shows that you don't care about us ,running a guesthouse needs maintainable",2025-05-19 11:20:14,2025Q2
Jean Abou Zeidan,5,"Amazing, Easy and fast",2025-05-24 07:34:36,2025Q2
J J,1,"Airbnb support is terrible. If something goes wrong with your stay, Airbnb is no help.",2025-05-30 19:58:39,2025Q2
Robert Sarfo,5,simple and very easy to navigate,2025-06-02 18:10:28,2025Q2
Nurulhuda Chua,5,I love this apps. very easy to use and can set check in. but I hope could pay with atome next time,2025-06-05 23:31:34,2025Q2
Nilanjan Das,3,"what the hell, after taking money you are not verifying with the booking. and my money got stuck for 15 days. if you want to verify the id then do it before the booking. why this harassment unnecessary",2025-04-27 02:55:58,2025Q2
Donna Bell,5,just very nice,2025-04-24 00:48:24,2025Q2
Eric Kutcher,5,Always an easy experience.,2025-05-14 22:49:42,2025Q2
Sean Garrison,5,Airbnb has helped a lot finding good places to stay.,2025-06-09 01:35:44,2025Q2
Bryant Vidal,1,New update is horrible. Can't see my previous notes or add any notes. Why would you remove notes? The app stays glitching and I have to restart it constantly. Extremely horrible updates and airbnb fails to correct it. Very bad experience now with using airbnb,2025-05-27 11:15:34,2025Q2
Ashanti McGee,5,Easy to plan trips. Ratings are really accurate. Reliable app,2025-04-18 14:51:27,2025Q2
tam phaobunmee,5,"very good, nice, clear and easy",2025-06-01 16:16:01,2025Q2
Cnd Chavez,5,great always find a place,2025-04-28 00:40:52,2025Q2
Tim Wright,5,Have used Airbnb several times so now it's easier on the app,2025-05-07 02:45:13,2025Q2
Ankit N Shah,5,I just love it...!,2025-05-20 00:21:03,2025Q2
Henry,1,"this app sucks now, all the new updates have made this app worse, airbnb is messing up the housing market and needs to be put put of business",2025-06-03 07:12:23,2025Q2
Sophio Natsvlishvili,5,just love it,2025-05-31 23:19:22,2025Q2
Dewi Jones,5,So far so good :),2025-05-01 21:07:02,2025Q2
Michelle,5,Best prices are better than a hotel!,2025-06-03 03:57:52,2025Q2
Tarun pal,4,in map it should open in google maps so can check the distance of bnb from our desired location,2025-05-24 12:14:54,2025Q2
Rishabh Rawat,5,nice,2025-04-01 22:37:46,2025Q2
TiMmm L,1,"Just updated and search doesn't search. Lame. And they got rid of the stay categories by type, which were useful to discover places to stay",2025-06-03 21:19:16,2025Q2
Sebas Pérez,5,excelente,2025-04-23 22:46:10,2025Q2
Colin Ssekandi,5,👌,2025-05-29 21:34:51,2025Q2
Barry Stovall,5,"best service ever, I wish I had thought of it first",2025-05-05 04:53:26,2025Q2
jingyun zhao,5,intuitive and good to use,2025-05-04 11:30:12,2025Q2
Rommel Cawa,5,Easy to book. Smooth booking process.,2025-05-02 03:08:34,2025Q2
Esther Winslow,5,"Super easy to use, always works without a hitch",2025-05-05 21:07:36,2025Q2
Kiril Angjelkoski,5,It's user friendly and modern.,2025-04-06 17:06:14,2025Q2
Michelle Howard,5,it's easy to find what we need for our vacation,2025-04-02 05:38:42,2025Q2
Cheryl Howe,5,perfect,2025-04-12 09:53:54,2025Q2
Laura Mayhew Manistre,5,easy to use app. Great go to when booking somewhere to stay.,2025-04-05 05:05:35,2025Q2
Phillip Dick,1,ok,2025-06-03 15:27:03,2025Q2
